Title,Journal,Year,Volume,Issue,DOI
Limited Attention and the Allocation of Effort in Securities Trading,JOURNAL OF FINANCE,2008,63,6,10.1111/j.1540-6261.2008.01420.x
Limited participation and consumption-saving puzzles: A simple explanation and the role of insurance,JOURNAL OF FINANCIAL ECONOMICS,2010,96,2,10.1016/j.jfineco.2010.01.001
Limited participation and the closed-end fund discount,JOURNAL OF BANKING & FINANCE,2007,31,2,10.1016/j.jbankfin.2006.05.018
Limits of arbitrage: Theory and evidence from the mortgage-backed securities market,JOURNAL OF FINANCE,2007,62,2,10.1111/j.1540-6261.2007.01217.x
"Limits-to-arbitrage, investment frictions, and the asset growth anomaly",JOURNAL OF FINANCIAL ECONOMICS,2011,102,1,10.1016/j.jfineco.2011.03.024
Linear-quadratic term structure models - Toward the understanding of jumps in interest rates,JOURNAL OF BANKING & FINANCE,2009,33,3,10.1016/j.jbankfin.2008.08.018
Linking individual and aggregate price changes,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,8,10.1353/mcb.2007.0007
Linking pay to performance - compensation proposals in the S&P 500,JOURNAL OF FINANCIAL ECONOMICS,2001,62,3,10.1016/S0304-405X(01)00084-8
Liquidation of a large block of stock,JOURNAL OF BANKING & FINANCE,2007,31,5,10.1016/j.jbankfin.2006.10.014
Liquidation triggers and the valuation of equity and debt,JOURNAL OF BANKING & FINANCE,2007,31,12,10.1016/j.jbankfin.2007.01.012
Liquidity and asset pricing: Evidence from the Hong Kong stock market,JOURNAL OF BANKING & FINANCE,2011,35,9,10.1016/j.jbankfin.2011.01.015
Liquidity and autocorrelations in individual stock returns,JOURNAL OF FINANCE,2006,61,5,10.1111/j.1540-6261.2006.01060.x
Liquidity and congestion,JOURNAL OF FINANCIAL INTERMEDIATION,2011,20,3,10.1016/j.jfi.2010.11.002
Liquidity and credit risk,JOURNAL OF FINANCE,2006,61,5,10.1111/j.1540-6261.2006.01056.x
Liquidity and expected returns: Lessons from emerging markets,REVIEW OF FINANCIAL STUDIES,2007,20,6,10.1093/rfs/hhm030
Liquidity and leverage,JOURNAL OF FINANCIAL INTERMEDIATION,2010,19,3,10.1016/j.jfi.2008.12.002
Liquidity and liquidation: Evidence from real estate investment trusts,JOURNAL OF FINANCE,2000,55,1,10.1111/0022-1082.00213
Liquidity and Manipulation of Executive Compensation Schemes,REVIEW OF FINANCIAL STUDIES,2009,22,10,10.1093/rfs/hhn095
Liquidity and Market Crashes,REVIEW OF FINANCIAL STUDIES,2009,22,7,10.1093/rfs/hhn086
Liquidity and market efficiency,JOURNAL OF FINANCIAL ECONOMICS,2008,87,2,10.1016/j.jfineco.2007.03.005
Liquidity and market efficiency: A large sample study,JOURNAL OF BANKING & FINANCE,2010,34,10,10.1016/j.jbankfin.2010.02.021
Liquidity and risk management,JOURNAL OF MONEY CREDIT AND BANKING,2000,32,3,10.2307/2601167
Liquidity and the dynamic pattern of asset price adjustment: A global view,JOURNAL OF BANKING & FINANCE,2010,34,8,10.1016/j.jbankfin.2009.12.012
Liquidity and the law of one price: The case of the futures-cash basis,JOURNAL OF FINANCE,2007,62,5,10.1111/j.1540-6261.2007.01273.x
Liquidity and valuation in an uncertain world,JOURNAL OF FINANCIAL ECONOMICS,2010,97,1,10.1016/j.jfineco.2010.03.004
Liquidity Biases and the Pricing of Cross-sectional Idiosyncratic Volatility,REVIEW OF FINANCIAL STUDIES,2011,24,5,10.1093/rfs/hhq140
Liquidity biases in asset pricing tests,JOURNAL OF FINANCIAL ECONOMICS,2010,96,2,10.1016/j.jfineco.2009.12.011
"Liquidity Coinsurance, Moral Hazard, and Financial Contagion",JOURNAL OF FINANCE,2007,62,5,10.1111/j.1540-6261.2007.01275.x
"Liquidity creation, efficiency, and free banking",JOURNAL OF FINANCIAL INTERMEDIATION,1998,7,1,10.1006/jfin.1998.0229
Liquidity externalities and adverse selection: Evidence from trading after hours,JOURNAL OF FINANCE,2004,59,2,10.1111/j.1540-6261.2004.00646.x
Liquidity in auction and specialist market structures: Evidence from the Italian bourse,JOURNAL OF BANKING & FINANCE,2008,32,12,10.1016/j.jbankfin.2008.05.010
Liquidity in Frictional Asset Markets,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,,10.1111/j.1538-4616.2011.00435.x
Liquidity management and corporate demand for hedging and insurance,JOURNAL OF FINANCIAL INTERMEDIATION,2011,20,3,10.1016/j.jfi.2010.11.001
Liquidity Management and Corporate Investment During a Financial Crisis,REVIEW OF FINANCIAL STUDIES,2011,24,6,10.1093/rfs/hhq131
Liquidity mergers,JOURNAL OF FINANCIAL ECONOMICS,2011,102,3,10.1016/j.jfineco.2011.08.002
Liquidity needs and vulnerability to financial underdevelopment,JOURNAL OF FINANCIAL ECONOMICS,2006,80,3,10.1016/j.jfineco.2005.03.012
Liquidity of emerging markets,JOURNAL OF FINANCIAL ECONOMICS,2005,77,2,10.1016/j.jfineco.2004.01.005
Liquidity or credit risk? The determinants of very short-term corporate yield spreads,JOURNAL OF FINANCE,2007,62,5,10.1111/j.1540-6261.2007.01276.x
Liquidity premia and transaction costs,JOURNAL OF FINANCE,2007,62,5,10.1111/j.1540-6261.2007.01277.x
"Liquidity provision and noise trading: Evidence from the ""Investment Dartboard"" column",JOURNAL OF FINANCE,1999,54,5,10.1111/0022-1082.00171
Liquidity provision and specialist trading in NYSE-listed non-US stocks,JOURNAL OF FINANCIAL ECONOMICS,2002,63,1,10.1016/S0304-405X(01)00092-7
Liquidity provision and the organizational form of NYSE specialist firms,JOURNAL OF FINANCE,2002,57,2,10.1111/1540-6261.00444
Liquidity provision with limit orders and a strategic specialist,REVIEW OF FINANCIAL STUDIES,1997,10,1,10.1093/rfs/10.1.103
Liquidity risk and expected corporate bond returns,JOURNAL OF FINANCIAL ECONOMICS,2011,99,3,10.1016/j.jfineco.2010.10.004
Liquidity risk and specialness,JOURNAL OF FINANCIAL ECONOMICS,2002,64,2,10.1016/S0304-405X(02)00077-6
Liquidity risk and syndicate structure,JOURNAL OF FINANCIAL ECONOMICS,2009,93,3,10.1016/j.jfineco.2008.10.004
Liquidity risk and the cross-section of hedge-fund returns,JOURNAL OF FINANCIAL ECONOMICS,2010,98,1,10.1016/j.jfineco.2010.05.001
Liquidity risk in securities settlement,JOURNAL OF BANKING & FINANCE,2006,30,6,10.1016/j.jbankfin.2005.09.008
Liquidity risk management and credit supply in the financial crisis,JOURNAL OF FINANCIAL ECONOMICS,2011,101,2,10.1016/j.jfineco.2011.03.001
"Liquidity shocks, size and the relative performance of hedge fund strategies",JOURNAL OF BANKING & FINANCE,2009,33,5,10.1016/j.jbankfin.2008.10.003
Liquidity shortages and banking crises,JOURNAL OF FINANCE,2005,60,2,10.1111/j.1540-6261.2005.00741.x
Liquidity skewness,JOURNAL OF BANKING & FINANCE,2010,34,10,10.1016/j.jbankfin.2010.04.012
Liquidity-based competition for order flow,REVIEW OF FINANCIAL STUDIES,2003,16,2,10.1093/rfs/hhg008
"Liquidity, default, taxes, and yields on municipal bonds",JOURNAL OF BANKING & FINANCE,2008,32,6,10.1016/j.jbankfin.2007.09.019
"Liquidity, investment ability, and mutual fund structure",JOURNAL OF FINANCIAL ECONOMICS,2000,57,3,10.1016/S0304-405X(00)00063-5
Liquidity: Urban versus rural firms,JOURNAL OF FINANCIAL ECONOMICS,2005,78,2,10.1016/j.jfineco.2004.10.008
Litigation risk and IPO underpricing,JOURNAL OF FINANCIAL ECONOMICS,2002,65,3,10.1016/S0304-405X(02)00144-7
Loan collateral decisions and corporate borrowing costs,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,1,10.1353/mcb.2006.0011
Loan growth and riskiness of banks,JOURNAL OF BANKING & FINANCE,2010,34,12,10.1016/j.jbankfin.2010.06.007
"Loan loss provisioning and economic slowdowns: too much, too late?",JOURNAL OF FINANCIAL INTERMEDIATION,2003,12,2,10.1016/S1042-9573(03)00016-0
Loan pricing under Basel capital requirements,JOURNAL OF FINANCIAL INTERMEDIATION,2004,13,4,10.1016/j.jfi.2004.07.001
Loan pricing under Basel II in an imperfectly competitive banking market,JOURNAL OF BANKING & FINANCE,2008,32,12,10.1016/j.jbankfin.2008.07.009
Loan sales and relationship banking,JOURNAL OF FINANCE,2008,63,3,10.1111/j.1540-6261.2008.01358.x
Loan sales and the cost of corporate borrowing,REVIEW OF FINANCIAL STUDIES,2006,19,2,10.1093/rfs/hhj017
Loan underpricing and the provision of merger advisory services,JOURNAL OF BANKING & FINANCE,2007,31,12,10.1016/j.jbankfin.2006.12.011
Local Bank Financial Constraints and Firm Access to External Finance,JOURNAL OF FINANCE,2008,63,5,10.1111/j.1540-6261.2008.01393.x
"Local bank office ownership, deposit control, market structure, and economic growth",JOURNAL OF BANKING & FINANCE,2003,27,1,10.1016/S0378-4266(01)00207-2
Local Dividend Clienteles,JOURNAL OF FINANCE,2011,66,2,10.1111/j.1540-6261.2010.01645.x
Local does as local is: Information content of the geography of individual investors' common stock investments,JOURNAL OF FINANCE,2005,60,1,10.1111/j.1540-6261.2005.00730.x
"Local institutional investors, information asymmetries, and equity returns",JOURNAL OF FINANCIAL ECONOMICS,2010,97,1,10.1016/j.jfineco.2010.03.006
Local ownership as private information: Evidence on the monitoring-liquidity trade-off,JOURNAL OF FINANCIAL ECONOMICS,2007,83,3,10.1016/j.jfineco.2005.10.010
Local return factors and turnover in emerging stock markets,JOURNAL OF FINANCE,1999,54,4,10.1111/0022-1082.00151
Local underwriter oligopolies and IPO underpricing,JOURNAL OF FINANCIAL ECONOMICS,2011,102,3,10.1016/j.jfineco.2011.01.009
Location matters: An examination of trading profits,JOURNAL OF FINANCE,2001,56,5,10.1111/0022-1082.00396
"Location of trade, ownership restrictions, and market illiquidity: Examining Chinese A- and H-shares",JOURNAL OF BANKING & FINANCE,2004,28,6,10.1016/S0378-4266(03)00119-5
Locking out rival bidders: The use of lockup options in corporate mergers,JOURNAL OF FINANCIAL ECONOMICS,2001,60,1,10.1016/S0304-405X(01)00041-1
Long memory in volatility and trading volume,JOURNAL OF BANKING & FINANCE,2011,35,7,10.1016/j.jbankfin.2010.11.007
Long term spread option valuation and hedging,JOURNAL OF BANKING & FINANCE,2008,32,12,10.1016/j.jbankfin.2008.04.004
Long- and short-run non-parametric cost frontier efficiency: An application to Spanish savings banks,JOURNAL OF BANKING & FINANCE,2003,27,4,10.1016/S0378-4266(01)00257-6
Long-horizon regression tests of the theory of purchasing power parity,JOURNAL OF BANKING & FINANCE,2004,28,8,10.1016/j.jbankfin.2003.07.006
Long-horizon regressions: theoretical results and applications,JOURNAL OF FINANCIAL ECONOMICS,2003,68,2,10.1016/S0304-405X(03)00065-5
Long-run performance after stock splits: 1927 to 1996,JOURNAL OF FINANCE,2003,58,3,10.1111/1540-6261.00558
Long-run performance following private placements of equity,JOURNAL OF FINANCE,2002,57,6,10.1111/1540-6261.00507
Long-run performance of global versus domestic initial public offerings,JOURNAL OF BANKING & FINANCE,2007,31,3,10.1016/j.jbankfin.2006.01.013
Long-run returns following open market share repurchases,JOURNAL OF BANKING & FINANCE,2007,31,3,10.1016/j.jbankfin.2006.04.002
Long-run risk in durable consumption,JOURNAL OF FINANCIAL ECONOMICS,2011,102,1,10.1016/j.jfineco.2011.03.023
Long-Run Risk through Consumption Smoothing,REVIEW OF FINANCIAL STUDIES,2010,23,8,10.1093/rfs/hhq033
Long-Run Stockholder Consumption Risk and Asset Returns,JOURNAL OF FINANCE,2009,64,6,10.1111/j.1540-6261.2009.01507.x
Long-term debt and overinvestment agency problem,JOURNAL OF BANKING & FINANCE,2010,34,2,10.1016/j.jbankfin.2009.07.021
Long-term memories of developed and emerging markets: Using the scaling analysis to characterize their stage of development,JOURNAL OF BANKING & FINANCE,2005,29,4,10.1016/j.jbankfin.2004.08.004
Long-term return reversals: Overreaction or taxes?,JOURNAL OF FINANCE,2007,62,6,10.1111/j.1540-6261.2007.01295.x
Long-term returns from equity carveouts,JOURNAL OF FINANCIAL ECONOMICS,1999,51,2,10.1016/S0304-405X(98)00053-1
Losing money on arbitrage: Optimal dynamic portfolio choice in markets with arbitrage opportunities,REVIEW OF FINANCIAL STUDIES,2004,17,3,10.1093/rfs/hhg029
Loss given default of high loan-to-value residential mortgages,JOURNAL OF BANKING & FINANCE,2009,33,5,10.1016/j.jbankfin.2008.09.010
Loss underreporting and the auditing role of bank exams,JOURNAL OF FINANCIAL INTERMEDIATION,2003,12,2,10.1016/S1042-9573(03)00015-9
Lost in translation: Delayed ex-dividend price adjustments of Hong Kong ADRs,JOURNAL OF BANKING & FINANCE,2010,34,3,10.1016/j.jbankfin.2009.09.001
Low inflation: The behavior of financial markets and institutions,JOURNAL OF MONEY CREDIT AND BANKING,2000,32,4,10.2307/2601160
Lower salaries and no options? On the optimal structure of executive pay,JOURNAL OF FINANCE,2007,62,1,10.1111/j.1540-6261.2007.01208.x
Loyalty-Based Portfolio Choice,REVIEW OF FINANCIAL STUDIES,2009,22,3,10.1093/rfs/hhn012
Luck versus Skill in the Cross-Section of Mutual Fund Returns,JOURNAL OF FINANCE,2010,65,5,10.1111/j.1540-6261.2010.01598.x
Lucky CEOs and Lucky Directors,JOURNAL OF FINANCE,2010,65,6,10.1111/j.1540-6261.2010.01618.x
Luxury goods and the equity premium,JOURNAL OF FINANCE,2004,59,6,10.1111/j.1540-6261.2004.00721.x
M&As performance in the European financial industry,JOURNAL OF BANKING & FINANCE,2006,30,12,10.1016/j.jbankfin.2006.06.006
Macro factors and the affine term structure of interest rates,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,7,10.1353/mcb.2006.0097
Macro factors and the term structure of interest rates,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,1,10.1353/mcb.2006.0014
Macro Factors in Bond Risk Premia,REVIEW OF FINANCIAL STUDIES,2009,22,12,10.1093/rfs/hhp081
Macroeconomic announcements and asymmetric volatility in bond returns,JOURNAL OF BANKING & FINANCE,2006,30,10,10.1016/j.jbankfin.2005.09.014
Macroeconomic Conditions and the Puzzles of Credit Spreads and Capital Structure,JOURNAL OF FINANCE,2010,65,6,10.1111/j.1540-6261.2010.01613.x
Macroeconomic cycles and the stock market's reaction to monetary policy,JOURNAL OF BANKING & FINANCE,2008,32,12,10.1016/j.jbankfin.2008.05.012
Macroeconomic dynamics and credit risk: A global perspective,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,5,10.1353/mcb.2006.0074
Macroeconomic factors do influence aggregate stock returns,REVIEW OF FINANCIAL STUDIES,2002,15,3,10.1093/rfs/15.3.751
"Macroeconomic fundamentals, price discovery, and volatility dynamics in emerging bond markets",JOURNAL OF BANKING & FINANCE,2011,35,10,10.1016/j.jbankfin.2011.02.012
"Macroeconomic Implications of ""Deep Habits"" in Banking",JOURNAL OF MONEY CREDIT AND BANKING,2010,42,8,10.1111/j.1538-4616.2010.00351.x
Macroeconomic news and bond market volatility,JOURNAL OF FINANCIAL ECONOMICS,1998,47,3,10.1016/S0304-405X(97)00047-0
"Macroeconomic news, announcements, and stock market jump intensity dynamics",JOURNAL OF BANKING & FINANCE,2011,35,5,10.1016/j.jbankfin.2010.10.009
Macroeconomic risk and the cross-section of stock returns,JOURNAL OF BANKING & FINANCE,2011,35,12,10.1016/j.jbankfin.2011.04.012
Macroeconomic risks and characteristic-based factor models,JOURNAL OF BANKING & FINANCE,2010,34,6,10.1016/j.jbankfin.2009.12.006
Macroeconomic sources of foreign exchange risk in new EU members,JOURNAL OF BANKING & FINANCE,2009,33,11,10.1016/j.jbankfin.2009.05.015
Macroeconomic sources of risk in the term structure,JOURNAL OF MONEY CREDIT AND BANKING,2007,39,1,10.1111/j.0022-2879.2007.00009.x
"Macroeconomic stability and the preferences of the fed: A formal analysis, 1961-98",JOURNAL OF MONEY CREDIT AND BANKING,2003,35,4,10.1353/mcb.2003.0028
"Majority rule, consensus building, and the power of the chairman: Arthur Burns and the FOMC",JOURNAL OF MONEY CREDIT AND BANKING,2004,36,3,10.1353/mcb.2004.0053
Making markets for structured mortgage derivatives,JOURNAL OF FINANCIAL ECONOMICS,2000,57,3,10.1016/S0304-405X(00)00064-7
Making Sense of Cents: An Examination of Firms That Marginally Miss or Beat Analyst Forecasts,JOURNAL OF FINANCE,2009,64,5,10.1111/j.1540-6261.2009.01503.x
Malmquist-type indices in the presence of negative data: An application to bank branches,JOURNAL OF BANKING & FINANCE,2010,34,7,10.1016/j.jbankfin.2010.01.004
"Management quality, certification, and initial public offerings",JOURNAL OF FINANCIAL ECONOMICS,2005,76,2,10.1016/j.jfineco.2004.10.001
Management turnover in subsidiaries of conglomerates versus stand-alone firms,JOURNAL OF FINANCIAL ECONOMICS,2004,72,1,10.1016/S0304-405X(03)00190-9
"Manager wealth concentration, ownership structure, and risk in commercial banks",JOURNAL OF FINANCIAL INTERMEDIATION,2007,16,2,10.1016/j.jfi.2006.12.001
"Managerial ability, compensation, and the closed-end fund discount",JOURNAL OF FINANCE,2007,62,2,10.1111/j.1540-6261.2007.01216.x
Managerial Agency and Bond Covenants,REVIEW OF FINANCIAL STUDIES,2010,23,3,10.1093/rfs/hhp072
"Managerial Autonomy, Allocation of Control Rights, and Optimal Capital Structure",REVIEW OF FINANCIAL STUDIES,2011,24,10,10.1093/rfs/hhr045
Managerial compensation and the market reaction to bank loans,REVIEW OF FINANCIAL STUDIES,2003,16,1,10.1093/rfs/16.1.237
Managerial compensation and the threat of takeover,JOURNAL OF FINANCIAL ECONOMICS,1998,47,2,10.1016/S0304-405X(97)00044-5
Managerial compensation contract and bank bailout policy,JOURNAL OF BANKING & FINANCE,2002,26,1,10.1016/S0378-4266(01)00199-6
Managerial discipline and corporate restructuring following performance declines,JOURNAL OF FINANCIAL ECONOMICS,2000,55,3,10.1016/S0304-405X(99)00055-0
Managerial entrenchment and capital structure decisions,JOURNAL OF FINANCE,1997,52,4,10.1111/j.1540-6261.1997.tb01115.x
"Managerial entrenchment, equity payout and capital structure",JOURNAL OF BANKING & FINANCE,2011,35,1,10.1016/j.jbankfin.2010.07.018
Managerial incentives and internal capital markets,JOURNAL OF FINANCE,2003,58,3,10.1111/1540-6261.00563
Managerial incentives and risk-taking,JOURNAL OF FINANCIAL ECONOMICS,2006,79,2,10.1016/j.jfineco.2004.09.004
"Managerial incentives, capital reallocation, and the business cycle",JOURNAL OF FINANCIAL ECONOMICS,2008,87,1,10.1016/j.jfineco.2006.11.007
"Managerial Legacies, Entrenchment, and Strategic Inertia",JOURNAL OF FINANCE,2010,65,6,10.1111/j.1540-6261.2010.01619.x
Managerial opportunism during corporate litigation,JOURNAL OF FINANCE,2005,60,4,10.1111/j.1540-6261.2005.00786.x
